path,emotion,actor
../dataset\Actor_13\03-01-04-02-02-01-13.wav,sad,Actor_13
../dataset\Actor_13\03-01-04-02-02-02-13.wav,sad,Actor_13
../dataset\Actor_13\03-01-05-01-01-01-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-05-01-01-02-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-05-01-02-01-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-05-01-02-02-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-05-02-01-01-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-05-02-01-02-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-05-02-02-01-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-05-02-02-02-13.wav,angry,Actor_13
../dataset\Actor_13\03-01-06-01-01-01-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-06-01-01-02-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-06-01-02-01-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-06-01-02-02-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-06-02-01-01-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-06-02-01-02-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-06-02-02-01-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-06-02-02-02-13.wav,fearful,Actor_13
../dataset\Actor_13\03-01-07-01-01-01-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-07-01-01-02-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-07-01-02-01-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-07-01-02-02-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-07-02-01-01-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-07-02-01-02-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-07-02-02-01-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-07-02-02-02-13.wav,disgust,Actor_13
../dataset\Actor_13\03-01-08-01-01-01-13.wav,surprised,Actor_13
../dataset\Actor_13\03-01-08-01-01-02-13.wav,surprised,Actor_13
../dataset\Actor_13\03-01-08-01-02-01-13.wav,surprised,Actor_13
../dataset\Actor_13\03-01-08-01-02-02-13.wav,surprised,Actor_13
../dataset\Actor_13\03-01-08-02-01-01-13.wav,surprised,Actor_13
../dataset\Actor_13\03-01-08-02-01-02-13.wav,surprised,Actor_13
../dataset\Actor_13\03-01-08-02-02-01-13.wav,surprised,Actor_13
../dataset\Actor_13\03-01-08-02-02-02-13.wav,surprised,Actor_13
../dataset\Actor_14\03-01-01-01-01-01-14.wav,neutral,Actor_14
../dataset\Actor_14\03-01-01-01-01-02-14.wav,neutral,Actor_14
../dataset\Actor_14\03-01-01-01-02-01-14.wav,neutral,Actor_14
../dataset\Actor_14\03-01-01-01-02-02-14.wav,neutral,Actor_14
../dataset\Actor_14\03-01-02-01-01-01-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-02-01-01-02-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-02-01-02-01-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-02-01-02-02-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-02-02-01-01-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-02-02-01-02-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-02-02-02-01-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-02-02-02-02-14.wav,calm,Actor_14
../dataset\Actor_14\03-01-03-01-01-01-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-03-01-01-02-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-03-01-02-01-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-03-01-02-02-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-03-02-01-01-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-03-02-01-02-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-03-02-02-01-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-03-02-02-02-14.wav,happy,Actor_14
../dataset\Actor_14\03-01-04-01-01-01-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-04-01-01-02-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-04-01-02-01-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-04-01-02-02-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-04-02-01-01-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-04-02-01-02-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-04-02-02-01-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-04-02-02-02-14.wav,sad,Actor_14
../dataset\Actor_14\03-01-05-01-01-01-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-05-01-01-02-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-05-01-02-01-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-05-01-02-02-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-05-02-01-01-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-05-02-01-02-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-05-02-02-01-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-05-02-02-02-14.wav,angry,Actor_14
../dataset\Actor_14\03-01-06-01-01-01-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-06-01-01-02-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-06-01-02-01-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-06-01-02-02-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-06-02-01-01-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-06-02-01-02-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-06-02-02-01-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-06-02-02-02-14.wav,fearful,Actor_14
../dataset\Actor_14\03-01-07-01-01-01-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-07-01-01-02-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-07-01-02-01-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-07-01-02-02-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-07-02-01-01-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-07-02-01-02-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-07-02-02-01-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-07-02-02-02-14.wav,disgust,Actor_14
../dataset\Actor_14\03-01-08-01-01-01-14.wav,surprised,Actor_14
../dataset\Actor_14\03-01-08-01-01-02-14.wav,surprised,Actor_14
../dataset\Actor_14\03-01-08-01-02-01-14.wav,surprised,Actor_14
../dataset\Actor_14\03-01-08-01-02-02-14.wav,surprised,Actor_14
../dataset\Actor_14\03-01-08-02-01-01-14.wav,surprised,Actor_14
../dataset\Actor_14\03-01-08-02-01-02-14.wav,surprised,Actor_14
../dataset\Actor_14\03-01-08-02-02-01-14.wav,surprised,Actor_14
../dataset\Actor_14\03-01-08-02-02-02-14.wav,surprised,Actor_14
../dataset\Actor_15\03-01-01-01-01-01-15.wav,neutral,Actor_15
../dataset\Actor_15\03-01-01-01-01-02-15.wav,neutral,Actor_15
../dataset\Actor_15\03-01-01-01-02-01-15.wav,neutral,Actor_15
../dataset\Actor_15\03-01-01-01-02-02-15.wav,neutral,Actor_15
../dataset\Actor_15\03-01-02-01-01-01-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-02-01-01-02-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-02-01-02-01-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-02-01-02-02-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-02-02-01-01-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-02-02-01-02-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-02-02-02-01-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-02-02-02-02-15.wav,calm,Actor_15
../dataset\Actor_15\03-01-03-01-01-01-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-03-01-01-02-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-03-01-02-01-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-03-01-02-02-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-03-02-01-01-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-03-02-01-02-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-03-02-02-01-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-03-02-02-02-15.wav,happy,Actor_15
../dataset\Actor_15\03-01-04-01-01-01-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-04-01-01-02-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-04-01-02-01-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-04-01-02-02-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-04-02-01-01-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-04-02-01-02-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-04-02-02-01-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-04-02-02-02-15.wav,sad,Actor_15
../dataset\Actor_15\03-01-05-01-01-01-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-05-01-01-02-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-05-01-02-01-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-05-01-02-02-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-05-02-01-01-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-05-02-01-02-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-05-02-02-01-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-05-02-02-02-15.wav,angry,Actor_15
../dataset\Actor_15\03-01-06-01-01-01-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-06-01-01-02-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-06-01-02-01-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-06-01-02-02-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-06-02-01-01-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-06-02-01-02-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-06-02-02-01-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-06-02-02-02-15.wav,fearful,Actor_15
../dataset\Actor_15\03-01-07-01-01-01-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-07-01-01-02-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-07-01-02-01-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-07-01-02-02-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-07-02-01-01-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-07-02-01-02-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-07-02-02-01-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-07-02-02-02-15.wav,disgust,Actor_15
../dataset\Actor_15\03-01-08-01-01-01-15.wav,surprised,Actor_15
../dataset\Actor_15\03-01-08-01-01-02-15.wav,surprised,Actor_15
../dataset\Actor_15\03-01-08-01-02-01-15.wav,surprised,Actor_15
../dataset\Actor_15\03-01-08-01-02-02-15.wav,surprised,Actor_15
../dataset\Actor_15\03-01-08-02-01-01-15.wav,surprised,Actor_15
../dataset\Actor_15\03-01-08-02-01-02-15.wav,surprised,Actor_15
../dataset\Actor_15\03-01-08-02-02-01-15.wav,surprised,Actor_15
../dataset\Actor_15\03-01-08-02-02-02-15.wav,surprised,Actor_15
../dataset\Actor_16\03-01-01-01-01-01-16.wav,neutral,Actor_16
../dataset\Actor_16\03-01-01-01-01-02-16.wav,neutral,Actor_16
../dataset\Actor_16\03-01-01-01-02-01-16.wav,neutral,Actor_16
../dataset\Actor_16\03-01-01-01-02-02-16.wav,neutral,Actor_16
../dataset\Actor_16\03-01-02-01-01-01-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-02-01-01-02-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-02-01-02-01-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-02-01-02-02-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-02-02-01-01-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-02-02-01-02-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-02-02-02-01-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-02-02-02-02-16.wav,calm,Actor_16
../dataset\Actor_16\03-01-03-01-01-01-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-03-01-01-02-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-03-01-02-01-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-03-01-02-02-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-03-02-01-01-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-03-02-01-02-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-03-02-02-01-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-03-02-02-02-16.wav,happy,Actor_16
../dataset\Actor_16\03-01-04-01-01-01-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-04-01-01-02-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-04-01-02-01-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-04-01-02-02-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-04-02-01-01-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-04-02-01-02-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-04-02-02-01-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-04-02-02-02-16.wav,sad,Actor_16
../dataset\Actor_16\03-01-05-01-01-01-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-05-01-01-02-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-05-01-02-01-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-05-01-02-02-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-05-02-01-01-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-05-02-01-02-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-05-02-02-01-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-05-02-02-02-16.wav,angry,Actor_16
../dataset\Actor_16\03-01-06-01-01-01-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-06-01-01-02-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-06-01-02-01-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-06-01-02-02-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-06-02-01-01-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-06-02-01-02-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-06-02-02-01-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-06-02-02-02-16.wav,fearful,Actor_16
../dataset\Actor_16\03-01-07-01-01-01-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-07-01-01-02-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-07-01-02-01-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-07-01-02-02-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-07-02-01-01-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-07-02-01-02-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-07-02-02-01-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-07-02-02-02-16.wav,disgust,Actor_16
../dataset\Actor_16\03-01-08-01-01-01-16.wav,surprised,Actor_16
../dataset\Actor_16\03-01-08-01-01-02-16.wav,surprised,Actor_16
../dataset\Actor_16\03-01-08-01-02-01-16.wav,surprised,Actor_16
../dataset\Actor_16\03-01-08-01-02-02-16.wav,surprised,Actor_16
../dataset\Actor_16\03-01-08-02-01-01-16.wav,surprised,Actor_16
../dataset\Actor_16\03-01-08-02-01-02-16.wav,surprised,Actor_16
../dataset\Actor_16\03-01-08-02-02-01-16.wav,surprised,Actor_16
../dataset\Actor_16\03-01-08-02-02-02-16.wav,surprised,Actor_16
../dataset\Actor_17\03-01-01-01-01-01-17.wav,neutral,Actor_17
../dataset\Actor_17\03-01-01-01-01-02-17.wav,neutral,Actor_17
../dataset\Actor_17\03-01-01-01-02-01-17.wav,neutral,Actor_17
../dataset\Actor_17\03-01-01-01-02-02-17.wav,neutral,Actor_17
../dataset\Actor_17\03-01-02-01-01-01-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-02-01-01-02-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-02-01-02-01-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-02-01-02-02-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-02-02-01-01-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-02-02-01-02-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-02-02-02-01-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-02-02-02-02-17.wav,calm,Actor_17
../dataset\Actor_17\03-01-03-01-01-01-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-03-01-01-02-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-03-01-02-01-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-03-01-02-02-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-03-02-01-01-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-03-02-01-02-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-03-02-02-01-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-03-02-02-02-17.wav,happy,Actor_17
../dataset\Actor_17\03-01-04-01-01-01-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-04-01-01-02-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-04-01-02-01-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-04-01-02-02-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-04-02-01-01-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-04-02-01-02-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-04-02-02-01-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-04-02-02-02-17.wav,sad,Actor_17
../dataset\Actor_17\03-01-05-01-01-01-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-05-01-01-02-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-05-01-02-01-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-05-01-02-02-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-05-02-01-01-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-05-02-01-02-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-05-02-02-01-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-05-02-02-02-17.wav,angry,Actor_17
../dataset\Actor_17\03-01-06-01-01-01-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-06-01-01-02-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-06-01-02-01-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-06-01-02-02-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-06-02-01-01-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-06-02-01-02-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-06-02-02-01-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-06-02-02-02-17.wav,fearful,Actor_17
../dataset\Actor_17\03-01-07-01-01-01-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-07-01-01-02-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-07-01-02-01-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-07-01-02-02-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-07-02-01-01-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-07-02-01-02-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-07-02-02-01-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-07-02-02-02-17.wav,disgust,Actor_17
../dataset\Actor_17\03-01-08-01-01-01-17.wav,surprised,Actor_17
../dataset\Actor_17\03-01-08-01-01-02-17.wav,surprised,Actor_17
../dataset\Actor_17\03-01-08-01-02-01-17.wav,surprised,Actor_17
../dataset\Actor_17\03-01-08-01-02-02-17.wav,surprised,Actor_17
../dataset\Actor_17\03-01-08-02-01-01-17.wav,surprised,Actor_17
../dataset\Actor_17\03-01-08-02-01-02-17.wav,surprised,Actor_17
../dataset\Actor_17\03-01-08-02-02-01-17.wav,surprised,Actor_17
../dataset\Actor_17\03-01-08-02-02-02-17.wav,surprised,Actor_17
../dataset\Actor_18\03-01-01-01-01-01-18.wav,neutral,Actor_18
../dataset\Actor_18\03-01-01-01-01-02-18.wav,neutral,Actor_18
../dataset\Actor_18\03-01-01-01-02-01-18.wav,neutral,Actor_18
../dataset\Actor_18\03-01-01-01-02-02-18.wav,neutral,Actor_18
../dataset\Actor_18\03-01-02-01-01-01-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-02-01-01-02-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-02-01-02-01-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-02-01-02-02-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-02-02-01-01-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-02-02-01-02-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-02-02-02-01-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-02-02-02-02-18.wav,calm,Actor_18
../dataset\Actor_18\03-01-03-01-01-01-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-03-01-01-02-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-03-01-02-01-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-03-01-02-02-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-03-02-01-01-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-03-02-01-02-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-03-02-02-01-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-03-02-02-02-18.wav,happy,Actor_18
../dataset\Actor_18\03-01-04-01-01-01-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-04-01-01-02-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-04-01-02-01-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-04-01-02-02-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-04-02-01-01-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-04-02-01-02-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-04-02-02-01-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-04-02-02-02-18.wav,sad,Actor_18
../dataset\Actor_18\03-01-05-01-01-01-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-05-01-01-02-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-05-01-02-01-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-05-01-02-02-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-05-02-01-01-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-05-02-01-02-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-05-02-02-01-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-05-02-02-02-18.wav,angry,Actor_18
../dataset\Actor_18\03-01-06-01-01-01-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-06-01-01-02-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-06-01-02-01-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-06-01-02-02-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-06-02-01-01-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-06-02-01-02-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-06-02-02-01-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-06-02-02-02-18.wav,fearful,Actor_18
../dataset\Actor_18\03-01-07-01-01-01-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-07-01-01-02-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-07-01-02-01-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-07-01-02-02-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-07-02-01-01-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-07-02-01-02-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-07-02-02-01-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-07-02-02-02-18.wav,disgust,Actor_18
../dataset\Actor_18\03-01-08-01-01-01-18.wav,surprised,Actor_18
../dataset\Actor_18\03-01-08-01-01-02-18.wav,surprised,Actor_18
../dataset\Actor_18\03-01-08-01-02-01-18.wav,surprised,Actor_18
../dataset\Actor_18\03-01-08-01-02-02-18.wav,surprised,Actor_18
../dataset\Actor_18\03-01-08-02-01-01-18.wav,surprised,Actor_18
../dataset\Actor_18\03-01-08-02-01-02-18.wav,surprised,Actor_18
../dataset\Actor_18\03-01-08-02-02-01-18.wav,surprised,Actor_18
../dataset\Actor_18\03-01-08-02-02-02-18.wav,surprised,Actor_18
../dataset\Actor_19\03-01-01-01-01-01-19.wav,neutral,Actor_19
../dataset\Actor_19\03-01-01-01-01-02-19.wav,neutral,Actor_19
../dataset\Actor_19\03-01-01-01-02-01-19.wav,neutral,Actor_19
../dataset\Actor_19\03-01-01-01-02-02-19.wav,neutral,Actor_19
../dataset\Actor_19\03-01-02-01-01-01-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-02-01-01-02-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-02-01-02-01-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-02-01-02-02-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-02-02-01-01-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-02-02-01-02-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-02-02-02-01-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-02-02-02-02-19.wav,calm,Actor_19
../dataset\Actor_19\03-01-03-01-01-01-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-03-01-01-02-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-03-01-02-01-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-03-01-02-02-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-03-02-01-01-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-03-02-01-02-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-03-02-02-01-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-03-02-02-02-19.wav,happy,Actor_19
../dataset\Actor_19\03-01-04-01-01-01-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-04-01-01-02-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-04-01-02-01-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-04-01-02-02-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-04-02-01-01-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-04-02-01-02-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-04-02-02-01-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-04-02-02-02-19.wav,sad,Actor_19
../dataset\Actor_19\03-01-05-01-01-01-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-05-01-01-02-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-05-01-02-01-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-05-01-02-02-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-05-02-01-01-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-05-02-01-02-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-05-02-02-01-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-05-02-02-02-19.wav,angry,Actor_19
../dataset\Actor_19\03-01-06-01-01-01-19.wav,fearful,Actor_19
../dataset\Actor_19\03-01-06-01-01-02-19.wav,fearful,Actor_19
../dataset\Actor_19\03-01-06-01-02-01-19.wav,fearful,Actor_19
